protocol,transfer_rate,avg_pkt_size,host_ratio,host_num,diff_port_num,diff_sport_num,opp_ratio,label
tcp,0.8,54,1.0,1,391,391,1.0,tcpsynflood
icmp,88.51,1438,1.0,1,1,1,1.0,pingofdeath
tcp,3.1,1649,1.0,1,1,1,0.68,normal
tcp,0.13,58,1.0,1,7,1,1.0,normal
tcp,0.19,54,1.0,1,1,1,1.0,normal
udp,2715.37,62,0.25,1,1,1,0.0,udpflood
tcp,0.48,54,1.0,1,470,470,1.0,tcpsynflood
udp,0.09,180,0.33,1,67,1,1.0,normal
udp,1025.83,62,1.0,1,1,1,0.0,udpflood
udp,4325.7,62,0.5,1,1,1,0.0,udpflood
icmp,2029.84,42,0.33,1,1,1,0.99,icmpflood
tcp,0.67,74,0.5,1,716,1,1.0,portscan
tcp,0.2,54,0.33,1,1166,1166,1.0,tcpsynflood
icmp,49.42,1392,0.33,1,1,1,0.99,pingofdeath
tcp,1.7,576,0.33,1,1,1,0.77,normal
icmp,186.96,1432,1.0,1,1,1,1.0,pingofdeath
tcp,0.58,54,0.2,1,127,127,1.0,tcpsynflood
udp,0.65,42,1.0,1,483,5,0.0,portscan
udp,3659.05,42,0.2,1,1,1,0.0,udpflood
icmp,175.94,1441,0.5,1,1,1,1.0,pingofdeath
udp,11164.46,62,1.0,1,1,1,0.0,udpflood
icmp,265.45,1497,1.0,1,1,1,1.0,pingofdeath
tcp,0.61,54,0.5,1,502,502,1.0,tcpsynflood
tcp,0.12,74,0.5,1,492,1,1.0,portscan
icmp,0.58,98,1.0,21,1,1,0.62,ipsweep
icmp,0.94,98,0.8,9,1,1,1.0,ipsweep
icmp,0.42,98,0.83,11,1,1,1.0,ipsweep
tcp,0.84,74,1.0,1,477,2,1.0,portscan
udp,0.0,143,1.0,1,14,1,1.0,normal
udp,0.83,42,0.5,1,106,3,0.0,portscan
icmp,64.6,1533,1.0,1,1,1,1.0,pingofdeath
tcp,1.0,74,1.0,1,579,1,1.0,portscan
tcp,0.29,84,0.2,1,896,896,1.0,tcpsynflood
icmp,947.41,42,0.25,1,1,1,1.0,icmpflood
tcp,1.13,54,1.0,1,224,224,1.0,tcpsynflood
tcp,0.27,70,1.0,1,1149,1149,1.0,tcpsynflood
tcp,0.33,58,0.2,1,987,1,1.0,portscan
tcp,0.77,54,1.0,1,381,381,1.0,tcpsynflood
udp,3443.48,42,1.0,1,1,1,0.0,udpflood
icmp,0.82,98,1.0,11,1,1,1.0,ipsweep
tcp,0.41,81,1.0,1,177,177,1.0,tcpsynflood
udp,703.89,84,0.5,1,1,1,0.0,udpflood
icmp,499.09,42,0.25,1,1,1,1.0,icmpflood
tcp,0.78,54,1.0,1,576,576,1.0,tcpsynflood
icmp,0.36,98,0.78,14,1,1,1.0,ipsweep
tcp,0.41,74,1.0,1,395,1,1.0,portscan
udp,1093.33,62,1.0,1,1,1,0.0,udpflood
icmp,0.94,71,0.92,11,1,1,1.0,ipsweep
udp,1229.01,62,1.0,1,1,1,0.0,udpflood
icmp,1.12,98,0.78,11,1,1,1.0,ipsweep
udp,2576.36,62,1.0,1,1,1,0.0,udpflood
icmp,0.75,98,1.0,20,1,1,1.0,ipsweep
tcp,2.53,88,1.0,1,12,1,0.76,normal
tcp,0.53,74,1.0,1,909,1,1.0,portscan
tcp,0.4,54,1.0,1,435,435,0.0,tcpsynflood
icmp,626.74,42,0.5,1,1,1,0.99,icmpflood
tcp,1.43,519,0.5,1,2,1,1.0,normal
icmp,53.87,1503,1.0,1,1,1,1.0,pingofdeath
icmp,97.95,1317,1.0,1,1,1,1.0,pingofdeath
icmp,1.17,98,1.0,6,1,1,1.0,ipsweep
icmp,0.11,98,0.83,9,1,1,0.67,ipsweep
icmp,857.79,98,0.5,1,1,1,1.0,icmpflood
tcp,0.33,54,0.2,1,1293,1293,1.0,tcpsynflood
icmp,20.7,42,0.2,1,1,1,1.0,icmpflood
tcp,19.62,3873,1.0,1,12,1,0.93,normal
icmp,0.5,98,0.82,19,1,1,1.0,ipsweep
udp,2568.12,42,1.0,1,1,1,0.0,udpflood
icmp,106.8,1530,1.0,1,1,1,1.0,pingofdeath
icmp,2432.35,42,1.0,1,1,1,1.0,icmpflood
tcp,0.66,74,0.2,1,576,1,1.0,portscan
icmp,88.99,1396,0.5,1,1,1,1.0,pingofdeath
udp,11830.25,42,1.0,1,1,1,0.0,udpflood
udp,3587.76,62,0.25,1,1,1,0.0,udpflood
icmp,0.42,57,0.73,17,1,1,1.0,ipsweep
icmp,573.55,98,0.33,1,1,1,0.95,icmpflood
icmp,63.11,1491,1.0,1,1,1,1.0,pingofdeath
icmp,154.49,1387,0.25,1,1,1,1.0,pingofdeath
udp,102.78,42,0.25,1,1,1,0.0,udpflood
tcp,0.58,54,0.5,1,694,694,0.5,tcpsynflood
icmp,1737.25,54,1.0,2,1,1,1.0,icmpflood
icmp,0.34,75,0.89,8,1,1,1.0,ipsweep
icmp,2116.05,42,1.0,1,1,1,0.98,icmpflood
udp,2042.12,62,0.5,1,1,1,0.0,udpflood
icmp,0.69,78,0.94,12,1,1,1.0,ipsweep
udp,12472.66,62,1.0,1,1,1,0.0,udpflood
icmp,387.74,98,1.0,1,1,1,0.83,icmpflood
udp,0.8,42,0.5,1,113,3,0.0,portscan
tcp,2.06,698,0.33,1,1,1,1.0,normal
tcp,0.24,55,0.33,1,2,1,1.0,normal
tcp,0.33,54,0.25,1,197,197,1.0,tcpsynflood
icmp,16015.5,42,0.5,1,1,1,1.0,icmpflood
udp,0.91,42,1.0,1,852,3,0.0,portscan
tcp,0.19,68,1.0,1,1,1,0.5,normal
tcp,0.66,74,1.0,1,453,2,1.0,portscan
icmp,1.42,98,0.5,1,1,1,0.8,normal
icmp,1.02,67,0.67,17,1,1,1.0,ipsweep
icmp,1198.81,98,0.25,1,1,1,1.0,icmpflood
udp,13358.38,62,1.0,1,1,1,0.0,udpflood
icmp,17.88,42,1.0,1,1,1,0.5,icmpflood
udp,4070.58,110,1.0,1,1,1,0.0,udpflood
udp,15119.59,42,1.0,1,1,1,0.0,udpflood
tcp,0.43,74,0.5,1,879,1,1.0,portscan
tcp,0.29,58,0.5,1,1122,2,1.0,portscan
tcp,0.58,74,1.0,1,339,1,1.0,portscan
tcp,1.06,54,0.5,1,366,366,1.0,tcpsynflood
udp,0.48,42,1.0,1,392,3,0.0,portscan
tcp,0.24,55,1.0,1,2,1,1.0,normal
tcp,0.81,614,0.33,1,2,1,1.0,normal
icmp,0.61,98,0.73,14,1,1,1.0,ipsweep
udp,1404.5,82,0.25,1,1,1,0.0,udpflood
udp,0.6,42,0.5,1,786,7,0.0,portscan
udp,3721.54,42,0.33,1,1,1,0.0,udpflood
tcp,0.55,74,0.2,1,622,1,1.0,portscan
tcp,0.52,58,1.0,1,182,1,1.0,portscan
tcp,0.68,54,0.5,1,482,482,1.0,tcpsynflood
icmp,631.56,106,1.0,1,1,1,1.0,icmpflood
tcp,0.85,74,0.2,1,252,1,1.0,portscan
icmp,0.94,98,1.0,8,1,1,1.0,ipsweep
udp,0.07,139,1.0,1,67,1,1.0,normal
udp,0.62,42,1.0,1,553,1,0.0,portscan
udp,5595.87,62,1.0,1,1,1,0.0,udpflood
tcp,0.66,74,1.0,1,609,1,1.0,portscan
icmp,53.91,1532,1.0,1,1,1,1.0,pingofdeath
tcp,0.48,54,0.33,1,433,433,0.33,tcpsynflood
udp,17304.39,52,0.25,1,1,1,0.0,udpflood
tcp,0.18,63,1.0,1,1,1,1.0,normal
icmp,279.15,98,1.0,1,1,1,1.0,icmpflood
icmp,0.77,98,0.8,8,1,1,1.0,ipsweep
icmp,134.65,1435,0.11,1,1,1,1.0,pingofdeath
icmp,0.98,78,0.76,16,1,1,1.0,ipsweep
icmp,0.3,98,0.78,21,1,1,1.0,ipsweep
udp,2.28,111,1.0,1,14,1,0.2,normal
tcp,157.81,2104,1.0,1,2,1,0.67,normal
tcp,0.8,74,1.0,1,368,1,1.0,portscan
icmp,0.32,98,1.0,7,1,1,1.0,ipsweep
tcp,0.67,54,0.2,1,160,160,1.0,tcpsynflood
tcp,0.36,74,0.14,1,679,1,1.0,portscan
icmp,0.48,98,0.94,12,1,1,1.0,ipsweep
tcp,0.45,54,0.33,1,772,772,1.0,tcpsynflood
tcp,0.11,54,1.0,1,1353,1353,1.0,tcpsynflood
tcp,0.23,69,1.0,1,2,1,1.0,normal
icmp,135.26,1467,0.5,1,1,1,1.0,pingofdeath
icmp,0.95,98,0.83,22,1,1,1.0,ipsweep
icmp,0.58,67,1.0,8,1,1,1.0,ipsweep
icmp,0.99,98,0.33,1,1,1,1.0,normal
tcp,1.61,520,1.0,1,2,1,1.0,normal
udp,2970.58,62,0.25,1,1,1,0.0,udpflood
icmp,0.12,98,0.78,11,1,1,1.0,ipsweep
icmp,0.6,98,0.78,7,1,1,1.0,ipsweep
icmp,0.89,98,0.85,11,1,1,1.0,ipsweep
icmp,0.98,57,0.73,8,1,1,1.0,ipsweep
tcp,0.77,128,1.0,1,975,975,1.0,tcpsynflood
udp,658.07,113,1.0,1,1,1,0.0,udpflood
icmp,855.57,98,0.25,1,1,1,0.98,icmpflood
tcp,8.38,1476,1.0,1,4,1,0.96,normal
udp,0.06,104,0.33,1,67,1,1.0,normal
udp,0.07,133,1.0,1,67,1,1.0,normal
tcp,0.67,54,0.33,1,1,1,1.0,normal
udp,14672.81,42,0.33,1,1,1,0.0,udpflood
udp,681.45,62,0.25,1,1,1,0.0,udpflood
tcp,3.98,627,0.5,1,7,1,1.0,normal
icmp,5601.96,106,0.5,1,1,1,1.0,icmpflood
icmp,0.25,98,0.5,1,1,1,1.0,normal
tcp,0.22,74,0.5,1,209,1,1.0,portscan
tcp,0.82,54,1.0,1,503,503,1.0,tcpsynflood
tcp,0.86,74,0.2,1,715,1,1.0,portscan
icmp,1.02,85,1.0,21,1,1,1.0,ipsweep
udp,3975.09,62,0.17,1,1,1,0.0,udpflood
tcp,0.82,74,1.0,1,87,1,1.0,portscan
tcp,1.0,74,1.0,1,607,1,1.0,portscan
tcp,0.47,74,1.0,1,224,1,1.0,portscan
icmp,0.8,98,0.78,7,1,1,1.0,ipsweep
udp,0.1,260,0.33,1,67,1,1.0,normal
tcp,0.59,54,1.0,1,161,161,1.0,tcpsynflood
tcp,0.72,54,0.5,1,486,486,1.0,tcpsynflood
tcp,0.53,74,1.0,1,338,1,1.0,portscan
tcp,0.78,622,0.33,1,6,1,1.0,normal
icmp,49.22,1393,0.12,1,1,1,0.98,pingofdeath
udp,790.66,42,0.17,1,1,1,0.0,udpflood
udp,14203.61,42,1.0,1,1,1,0.0,udpflood
tcp,0.15,54,1.0,1,187,187,1.0,tcpsynflood
icmp,0.56,98,0.69,6,1,1,1.0,ipsweep
icmp,0.17,98,1.0,21,1,1,1.0,ipsweep
udp,0.2,119,1.0,1,48,1,1.0,normal
icmp,0.27,54,0.73,21,1,1,1.0,ipsweep
tcp,1.46,1078,0.33,1,1,1,0.78,normal
icmp,0.32,98,0.67,13,1,1,1.0,ipsweep
tcp,0.33,54,1.0,1,1178,1178,1.0,tcpsynflood
tcp,0.5,54,0.5,1,97,97,1.0,tcpsynflood
tcp,0.12,54,0.2,1,240,240,1.0,tcpsynflood
tcp,20.14,447,1.0,1,1,1,0.63,normal
udp,4332.98,62,1.0,1,1,1,0.0,udpflood
tcp,0.36,54,1.0,1,471,471,1.0,tcpsynflood
tcp,0.43,54,0.5,1,593,593,1.0,tcpsynflood
tcp,0.15,54,0.5,1,1309,1309,0.5,tcpsynflood
tcp,0.17,54,0.33,1,84,84,1.0,tcpsynflood
tcp,0.74,54,0.5,1,80,80,1.0,tcpsynflood
icmp,0.69,78,1.0,15,1,1,1.0,ipsweep
tcp,0.37,54,0.33,1,1128,1128,1.0,tcpsynflood
icmp,1664.49,42,0.12,1,1,1,0.97,icmpflood
tcp,0.84,74,1.0,1,727,1,1.0,portscan
icmp,31.19,1453,0.25,1,1,1,1.0,pingofdeath
udp,0.08,135,1.0,1,48,1,1.0,normal
udp,8517.57,42,1.0,1,1,1,0.0,udpflood
tcp,0.75,74,0.5,1,658,1,1.0,portscan
icmp,125.28,1311,1.0,1,1,1,1.0,pingofdeath
icmp,0.49,98,0.8,21,1,1,0.62,ipsweep
tcp,0.41,54,1.0,1,1255,1255,1.0,tcpsynflood
tcp,0.44,54,0.33,1,471,471,1.0,tcpsynflood
udp,2807.13,62,0.25,1,1,1,0.0,udpflood
icmp,5361.9,42,0.5,1,1,1,0.99,icmpflood
tcp,1.18,111,0.5,1,398,398,1.0,tcpsynflood
icmp,0.88,71,0.75,21,1,1,1.0,ipsweep
icmp,918.22,42,0.25,1,1,1,0.89,icmpflood
icmp,16240.15,82,0.5,2,1,1,1.0,icmpflood
icmp,12661.76,106,0.25,1,1,1,1.0,icmpflood
udp,3213.08,52,1.0,1,1,1,0.0,udpflood
udp,0.46,42,1.0,1,935,3,0.0,portscan
tcp,2.73,569,1.0,1,2,1,0.79,normal
tcp,0.82,54,0.5,1,115,115,1.0,tcpsynflood
tcp,0.29,74,0.5,1,1209,1,1.0,portscan
tcp,0.4,54,0.2,1,434,434,1.0,tcpsynflood
udp,0.42,133,1.0,2,22,1,1.0,normal
tcp,0.5,54,1.0,1,395,395,1.0,tcpsynflood
tcp,0.93,54,0.2,1,442,442,1.0,tcpsynflood
tcp,0.17,64,1.0,1,1,1,0.67,normal
tcp,0.93,54,0.2,1,1354,1354,1.0,tcpsynflood
icmp,0.27,98,0.87,19,1,1,1.0,ipsweep
tcp,0.93,520,0.33,1,2,1,1.0,normal
tcp,0.16,54,0.5,1,1745,1745,1.0,tcpsynflood
udp,586.09,62,0.5,1,1,1,0.0,udpflood
udp,0.3,42,0.17,1,290,4,0.0,portscan
tcp,3.78,6356,1.0,1,12,1,1.0,normal
icmp,1.07,98,0.67,17,1,1,1.0,ipsweep
udp,0.92,129,1.0,2,15,1,1.0,normal
tcp,0.25,74,1.0,1,652,1,1.0,portscan
udp,0.06,133,0.33,1,67,1,1.0,normal
tcp,0.85,54,0.5,1,1047,1047,1.0,tcpsynflood
icmp,1806.26,42,1.0,1,1,1,0.97,icmpflood
tcp,0.25,54,0.25,1,216,216,1.0,tcpsynflood
icmp,1372.68,42,0.2,1,1,1,0.83,icmpflood
icmp,0.39,98,0.4,2,1,1,1.0,normal
icmp,1179.97,82,0.5,2,1,1,1.0,icmpflood
tcp,0.88,54,1.0,1,998,998,1.0,tcpsynflood
udp,9075.18,62,1.0,1,1,1,0.0,udpflood
icmp,573.52,98,0.5,1,1,1,1.0,icmpflood
tcp,0.18,54,1.0,1,238,238,1.0,tcpsynflood
tcp,0.95,582,0.33,1,2,1,1.0,normal
icmp,1496.62,42,0.33,1,1,1,0.92,icmpflood
icmp,0.78,98,1.0,8,1,1,0.33,ipsweep
icmp,223.98,1491,1.0,1,1,1,0.96,pingofdeath
udp,882.0,42,1.0,1,1,1,0.0,udpflood
tcp,0.45,519,1.0,1,2,1,1.0,normal
icmp,0.75,98,0.86,6,1,1,1.0,ipsweep
tcp,0.41,54,0.5,1,400,400,1.0,tcpsynflood
icmp,12.45,1551,0.25,1,1,1,1.0,pingofdeath
udp,0.15,150,0.33,1,67,1,1.0,normal
icmp,11584.64,106,0.25,1,1,1,1.0,icmpflood
udp,3333.65,42,1.0,1,1,1,0.0,udpflood
udp,0.24,102,1.0,1,14,1,1.0,normal
icmp,93.54,1545,0.33,1,1,1,0.97,pingofdeath
udp,0.06,155,0.33,1,63,1,1.0,normal
icmp,0.98,98,0.83,10,1,1,1.0,ipsweep
udp,0.08,113,1.0,1,29,1,1.0,normal
icmp,8443.05,42,0.25,1,1,1,1.0,icmpflood
icmp,15.22,98,0.5,1,1,1,1.0,normal
tcp,0.0,56,0.5,1,7,1,1.0,normal
udp,2889.94,42,1.0,1,1,1,0.0,udpflood
tcp,0.5,54,1.0,1,278,278,1.0,tcpsynflood
tcp,0.37,55,1.0,1,952,952,1.0,tcpsynflood
tcp,0.25,74,1.0,1,811,1,1.0,portscan
icmp,148.11,1366,0.25,1,1,1,1.0,pingofdeath
udp,6374.73,62,1.0,1,1,1,0.0,udpflood
udp,2142.46,62,1.0,1,1,1,0.0,udpflood
tcp,1.16,96,1.0,1,1020,1020,1.0,tcpsynflood
tcp,0.77,54,0.25,1,320,320,1.0,tcpsynflood
udp,0.06,113,0.33,1,63,1,1.0,normal
icmp,1.18,75,0.67,15,1,1,1.0,ipsweep
udp,10395.08,62,0.25,1,1,1,0.0,udpflood
tcp,0.43,54,0.5,1,482,482,1.0,tcpsynflood
tcp,0.51,74,1.0,1,294,1,1.0,portscan
tcp,21.91,2189,0.5,1,3,1,0.68,normal
udp,0.23,75,0.5,1,89,3,0.0,portscan
tcp,0.37,74,0.17,1,81,1,1.0,portscan
udp,0.11,212,0.33,1,67,1,1.0,normal
udp,2950.51,62,0.2,1,1,1,0.0,udpflood
icmp,76.35,1420,0.25,1,1,1,1.0,pingofdeath
tcp,1.22,238,1.0,1,1,1,1.0,normal
tcp,0.67,312,1.0,1,3,1,1.0,normal
tcp,0.3,54,1.0,1,457,457,1.0,tcpsynflood
icmp,940.48,98,0.25,1,1,1,0.5,icmpflood
icmp,0.23,54,0.73,21,1,1,1.0,ipsweep
icmp,0.48,98,1.0,15,1,1,0.33,ipsweep
icmp,0.45,75,1.0,8,1,1,1.0,ipsweep
icmp,1750.69,79,0.25,1,1,1,1.0,icmpflood
udp,649.64,102,0.5,1,1,1,0.0,udpflood
tcp,0.45,54,0.25,1,232,232,1.0,tcpsynflood
tcp,1.11,74,1.0,1,1094,1,1.0,portscan
icmp,0.54,98,0.88,17,1,1,1.0,ipsweep
udp,0.15,160,1.0,2,11,1,1.0,normal
udp,0.17,101,1.0,1,14,1,1.0,normal
icmp,10208.81,42,0.5,1,1,1,1.0,icmpflood
icmp,11208.06,42,0.5,1,1,1,0.75,icmpflood
icmp,141.5,1430,0.17,1,1,1,1.0,pingofdeath
tcp,95.83,3079,0.33,1,1,1,0.59,normal
tcp,0.87,74,0.33,1,78,1,1.0,portscan
udp,1425.32,42,0.33,1,1,1,0.0,udpflood
udp,1008.26,85,1.0,1,1,1,0.0,udpflood
tcp,0.24,54,0.33,1,406,406,1.0,tcpsynflood
udp,0.68,42,1.0,1,608,1,0.0,portscan
tcp,0.99,74,0.5,1,209,1,1.0,portscan
udp,0.07,201,1.0,1,27,1,1.0,normal
icmp,1326.95,42,1.0,1,1,1,1.0,icmpflood
tcp,0.2,54,0.33,1,391,391,1.0,tcpsynflood
icmp,0.49,98,0.83,8,1,1,1.0,ipsweep
tcp,0.43,74,0.17,1,98,1,1.0,portscan
udp,575.63,75,0.2,1,1,1,0.0,udpflood
udp,0.74,42,1.0,1,223,1,0.0,portscan
udp,4514.45,62,0.5,1,1,1,0.0,udpflood
icmp,1118.72,98,1.0,1,1,1,1.0,icmpflood
udp,605.94,42,0.33,1,1,1,0.0,udpflood
tcp,0.23,68,1.0,1,2,1,0.75,normal
icmp,0.62,98,1.0,22,1,1,1.0,ipsweep
tcp,0.6,54,1.0,1,466,466,1.0,tcpsynflood
tcp,0.86,58,0.2,1,568,1,1.0,portscan
icmp,8370.9,42,0.12,1,1,1,0.97,icmpflood
icmp,383.37,98,0.33,1,1,1,0.93,icmpflood
icmp,0.86,98,0.93,13,1,1,1.0,ipsweep
udp,0.51,42,0.5,1,533,6,0.0,portscan
tcp,0.85,289,0.33,1,2,1,0.83,normal
tcp,2.92,959,0.33,1,1,1,0.88,normal
tcp,0.8,391,0.33,1,1,1,0.92,normal
udp,6678.47,42,1.0,1,1,1,0.0,udpflood
icmp,0.77,98,0.77,6,1,1,1.0,ipsweep
tcp,0.73,54,1.0,1,380,380,1.0,tcpsynflood
tcp,0.54,66,0.25,1,752,752,1.0,tcpsynflood
udp,123.0,42,1.0,1,1,1,0.0,udpflood
icmp,118384.55,42,0.2,1,1,1,1.0,icmpflood
udp,1408.25,62,1.0,1,1,1,0.0,udpflood
tcp,0.55,54,0.5,1,482,482,1.0,tcpsynflood
tcp,0.6,54,0.5,1,112,112,1.0,tcpsynflood
tcp,0.0,142,0.5,1,2,1,1.0,normal
udp,0.9,145,1.0,1,46,1,0.5,normal
tcp,0.69,54,0.5,1,43,43,1.0,tcpsynflood
icmp,13.91,1418,0.5,1,1,1,1.0,pingofdeath
icmp,0.24,54,0.73,11,1,1,1.0,ipsweep
icmp,312.65,42,0.2,1,1,1,1.0,icmpflood
tcp,0.49,54,1.0,1,525,525,1.0,tcpsynflood
tcp,0.12,54,1.0,1,305,305,1.0,tcpsynflood
udp,941.07,62,0.17,1,1,1,0.0,udpflood
tcp,0.81,54,0.5,1,508,508,1.0,tcpsynflood
udp,3478.13,62,0.5,1,1,1,0.0,udpflood
icmp,0.5,98,0.82,12,1,1,1.0,ipsweep
icmp,753.93,42,1.0,1,1,1,1.0,icmpflood
tcp,0.54,74,1.0,1,635,1,1.0,portscan
udp,3358.51,42,0.17,1,1,1,0.0,udpflood
udp,0.57,102,1.0,1,14,1,1.0,normal
tcp,0.79,74,0.33,1,222,1,1.0,portscan
icmp,6.81,1408,1.0,1,1,1,1.0,pingofdeath
tcp,0.54,74,1.0,1,1040,1,1.0,portscan
tcp,0.83,102,0.33,1,907,907,1.0,tcpsynflood
tcp,1.6,576,1.0,1,1,1,1.0,normal
icmp,86.14,1524,0.11,1,1,1,1.0,pingofdeath
udp,0.61,132,1.0,2,15,1,1.0,normal
tcp,1.14,54,0.5,1,391,391,1.0,tcpsynflood
udp,11301.21,62,1.0,1,1,1,0.0,udpflood
tcp,0.38,54,0.5,1,122,122,1.0,tcpsynflood
tcp,0.21,54,1.0,1,1155,1155,1.0,tcpsynflood
icmp,910.43,106,0.5,1,1,1,1.0,icmpflood
tcp,0.74,54,0.2,1,263,263,1.0,tcpsynflood
icmp,1.01,78,1.0,15,1,1,1.0,ipsweep
icmp,93.82,1482,0.33,1,1,1,0.97,pingofdeath
udp,0.0,285,1.0,1,67,1,1.0,normal
tcp,0.82,54,0.33,1,559,559,1.0,tcpsynflood
icmp,0.24,98,1.0,22,1,1,1.0,ipsweep
udp,2069.19,62,1.0,1,1,1,0.0,udpflood
icmp,1.06,98,1.0,12,1,1,1.0,ipsweep
udp,0.07,102,1.0,2,15,1,0.0,normal
icmp,0.54,85,1.0,17,1,1,1.0,ipsweep
tcp,0.38,58,0.1,1,418,1,1.0,portscan
udp,871.78,62,1.0,1,1,1,0.0,udpflood
tcp,0.74,58,0.1,1,726,1,1.0,portscan
tcp,0.63,54,1.0,1,1912,1912,1.0,tcpsynflood
tcp,2.15,1381,1.0,1,4,1,1.0,normal
icmp,1.18,78,0.94,14,1,1,1.0,ipsweep
tcp,1.2,596,0.33,1,1,1,0.92,normal
tcp,0.25,313,1.0,1,1,1,0.83,normal
tcp,1.08,58,1.0,1,730,1,1.0,portscan
udp,13047.79,62,1.0,1,1,1,0.0,udpflood
icmp,419.68,98,1.0,1,1,1,0.89,icmpflood
udp,8491.67,42,1.0,1,1,1,0.0,udpflood
icmp,2055.4,42,0.33,1,1,1,0.35,icmpflood
icmp,984.26,42,0.33,1,1,1,0.7,icmpflood
udp,15344.74,42,1.0,1,1,1,0.0,udpflood
icmp,0.93,98,1.0,8,1,1,1.0,ipsweep
icmp,102.95,1310,1.0,1,1,1,1.0,pingofdeath
icmp,1.03,98,0.92,20,1,1,1.0,ipsweep
tcp,7.82,547,1.0,1,2,1,0.88,normal
icmp,0.3,98,0.86,20,1,1,1.0,ipsweep
udp,429.15,62,0.5,1,1,1,0.0,udpflood
icmp,0.54,98,1.0,16,1,1,1.0,ipsweep
tcp,0.46,74,0.2,1,611,1,1.0,portscan
icmp,7372.43,106,1.0,1,1,1,1.0,icmpflood
icmp,73.49,1438,1.0,1,1,1,1.0,pingofdeath
tcp,0.57,54,1.0,1,917,917,1.0,tcpsynflood
udp,1768.46,42,1.0,1,1,1,0.0,udpflood
icmp,1.06,75,1.0,13,1,1,1.0,ipsweep
tcp,0.0,745,1.0,1,2,1,0.93,normal
udp,3288.91,62,0.5,1,1,1,0.0,udpflood
icmp,134.82,1535,1.0,1,1,1,1.0,pingofdeath
tcp,0.13,54,1.0,1,1527,1527,1.0,tcpsynflood
icmp,0.41,98,0.78,20,1,1,1.0,ipsweep
icmp,160.8,1549,1.0,1,1,1,1.0,pingofdeath
tcp,1.05,87,1.0,1,89,89,1.0,tcpsynflood
icmp,0.69,98,1.0,17,1,1,1.0,ipsweep
icmp,0.39,98,1.0,10,1,1,0.8,ipsweep
tcp,0.79,54,0.5,1,559,559,1.0,tcpsynflood
tcp,0.17,54,0.5,1,326,326,1.0,tcpsynflood
tcp,0.51,54,0.2,1,314,314,1.0,tcpsynflood
tcp,0.3,74,1.0,1,530,1,1.0,portscan
udp,0.09,113,0.33,1,67,1,1.0,normal
udp,1716.68,42,0.25,1,1,1,0.0,udpflood
icmp,1760.42,79,0.25,1,1,1,1.0,icmpflood
tcp,0.65,74,1.0,1,185,1,1.0,portscan
tcp,0.36,54,1.0,1,2,1,1.0,normal
udp,0.42,42,0.25,1,393,4,0.0,portscan
tcp,0.83,54,0.2,1,517,517,1.0,tcpsynflood
udp,15506.53,42,0.5,1,1,1,0.0,udpflood
icmp,150.33,1460,1.0,1,1,1,1.0,pingofdeath
tcp,0.13,54,1.0,1,3,1,1.0,normal
icmp,9.31,98,0.25,1,1,1,1.0,normal
icmp,0.86,98,0.94,17,1,1,1.0,ipsweep
tcp,0.1,74,0.5,1,531,1,1.0,portscan
icmp,6806.02,42,0.33,1,1,1,1.0,icmpflood
icmp,52.41,1484,0.5,1,1,1,1.0,pingofdeath
icmp,662.24,106,0.33,1,1,1,0.98,icmpflood
tcp,0.24,74,1.0,1,149,1,1.0,portscan
icmp,817.79,98,0.5,1,1,1,1.0,icmpflood
icmp,1769.41,106,0.5,1,1,1,0.98,icmpflood
tcp,0.58,93,1.0,1,145,1,1.0,portscan
tcp,10.93,542,0.5,1,2,1,0.87,normal
tcp,0.78,74,0.5,1,504,2,1.0,portscan
tcp,3.76,468,1.0,1,2,1,0.82,normal
icmp,5388.2,106,0.25,1,1,1,1.0,icmpflood
tcp,0.77,74,0.5,1,1193,1,1.0,portscan
udp,0.0,155,1.0,1,29,1,1.0,normal
icmp,0.6,98,0.8,8,1,1,1.0,ipsweep
icmp,8946.39,42,1.0,1,1,1,1.0,icmpflood
tcp,0.77,54,0.5,1,227,227,1.0,tcpsynflood
udp,4467.48,42,1.0,1,1,1,0.0,udpflood
tcp,0.22,54,0.25,1,124,124,1.0,tcpsynflood
icmp,6849.39,42,1.0,1,1,1,0.85,icmpflood
tcp,0.96,54,1.0,1,686,686,1.0,tcpsynflood
tcp,0.71,74,0.5,1,685,1,1.0,portscan
tcp,0.46,74,1.0,1,514,1,1.0,portscan
icmp,800.37,98,1.0,1,1,1,0.99,icmpflood
icmp,1667.21,62,1.0,1,1,1,1.0,icmpflood
tcp,0.31,107,0.5,1,90,1,1.0,portscan
icmp,12.12,98,1.0,1,1,1,1.0,normal
icmp,2537.55,106,0.33,1,1,1,1.0,icmpflood
icmp,644.39,42,0.33,1,1,1,0.98,icmpflood
udp,0.52,231,1.0,1,67,1,1.0,normal
tcp,1.06,94,0.33,1,555,555,1.0,tcpsynflood
tcp,0.39,54,1.0,1,994,994,1.0,tcpsynflood
tcp,1.26,360,1.0,1,1,1,0.71,normal
icmp,1149.56,42,0.5,1,1,1,1.0,icmpflood
tcp,0.51,54,0.5,1,324,324,1.0,tcpsynflood
tcp,0.46,54,1.0,1,385,385,1.0,tcpsynflood
tcp,0.44,95,1.0,1,3,1,1.0,normal
tcp,0.08,54,0.5,1,202,202,1.0,tcpsynflood
udp,0.22,129,1.0,2,22,1,1.0,normal
